# Lambda[um] Flux_nu[mJy]
0.12749000000000002 0.8466232972463905
0.12753000000000003 0.8594532329031106
0.12757000000000002 0.8627229692807685
0.12761 0.8427968180613137
0.12765 0.8312480939930785
0.12769000000000003 0.8508262457636613
0.12773 0.8574654032256541
0.12777000000000002 0.8422759565000799
0.12781 0.868838261080337
0.12785000000000002 0.869976479435817
0.12789000000000003 0.836024388612138
0.12793000000000002 0.8007573243559717
0.12797000000000003 0.8320833344955263
0.12801 0.7732377103317257
0.12805000000000002 0.8498165694490221
0.12809000000000004 0.7543765217576289
0.12813000000000002 0.8401508405539009
0.12817000000000003 0.8365712332276553
0.12821000000000002 0.8317694257544664
0.12825000000000003 0.8302365664415748
0.12829000000000004 0.8068954021417714
0.12833000000000003 0.8508728634857118
0.12837000000000004 0.8513154261020138
0.12841000000000002 0.833629447525461
0.12845000000000004 0.8100375754474451
0.12849000000000002 0.8333027357251265
0.12853 0.850507335027621
0.12857000000000002 0.829135596901107
0.12861 0.8505291572103525
0.12865000000000001 0.8613489957942839
0.12869000000000003 0.8605644199275022
0.12873 0.8624592685878374
0.12877000000000002 0.8512418210119883
0.12881 0.8318410104386617
0.12885000000000002 0.8602800088178002
0.12889000000000003 0.8704395926691394
0.12893000000000002 0.8451466396138959
0.12897000000000003 0.9139369015589114
0.12901 0.878534434813767
0.12905000000000003 0.8870842669822936
0.12909000000000004 0.8531043191378419
0.12913000000000002 0.8585832989395951
0.12917000000000003 0.8576515788358493
0.12921000000000002 0.8768053309895475
0.12925000000000003 0.9074446884309213
0.12929000000000004 0.8568984273754146
0.12933000000000003 0.8665396851493176
0.12937000000000004 0.874830194701129
0.12941000000000003 0.8761253914225553
0.12945000000000004 0.8739840627661822
0.12949000000000002 0.8604688341040589
0.12953 0.857189273629959
0.12957000000000002 0.8611571719900307
0.12961 0.8962342899000815
0.12965000000000002 0.8800453012838971
0.12969000000000003 0.8759935121722778
0.12973 0.8932688179817719
0.12977000000000002 0.8668566929976272
0.12981 0.8950846910166768
0.12985000000000002 0.8804397294877914
0.12989000000000003 0.8916861282736473
0.12993000000000002 0.8872518273454699
0.12997000000000003 0.8901534827741064
0.13001000000000001 0.8944395409254092
0.13005000000000003 0.880558870567051
0.13009000000000004 0.9046517402627923
0.13013000000000002 0.8880649115045118
0.13017000000000004 0.8975523933983358
0.13021000000000002 0.8986809537118174
0.13025000000000003 0.90333025049366
0.13029000000000004 0.8791121117734724
0.13033000000000003 0.9244804989648541
0.13037000000000004 0.88734676115181
0.13041000000000003 0.8942335976562158
0.13045 0.8861655837552792
0.13049000000000002 0.8919856614620039
0.13053 0.8808704830505443
0.13057000000000002 0.8935858258437578
0.13061 0.8830658512519685
0.13065000000000002 0.8864878569218376
0.13069000000000003 0.8893438336884714
0.13073 0.8582151077431376
0.13077000000000003 0.8572344597824741
0.13081 0.8585352099797321
0.13085000000000002 0.8475123181342675
0.13089000000000003 0.8391442215547665
0.13093000000000002 0.8523515391417886
0.13097000000000003 0.8474311070087361
0.13101000000000002 0.8424354835619648
0.13105000000000003 0.8474298024602074
0.13109000000000004 0.8434359871795376
0.13113000000000002 0.8520265971527877
0.13117000000000004 0.8196151819729569
0.13121000000000002 0.8325422559154239
0.13125000000000003 0.8217989556837019
0.13129000000000005 0.8321203670415552
0.13133000000000003 0.8323225689356067
0.13137000000000004 0.8297095397900239
0.13141000000000003 0.8194375838894186
0.13145 0.8249336360606511
0.13149000000000002 0.8394673531566629
0.13153 0.815141054292133
